id,name,score1,score2
2659,Student_2659,90,63
2660,Student_2660,68,84
2661,Student_2661,65,53
2662,Student_2662,52,79
2663,Student_2663,51,91
2664,Student_2664,73,99
2665,Student_2665,76,79
2666,Student_2666,53,91
2667,Student_2667,51,88
2668,Student_2668,82,100
2669,Student_2669,59,100
2670,Student_2670,54,97
2671,Student_2671,98,96
2672,Student_2672,84,63
2673,Student_2673,80,95
2674,Student_2674,76,51
2675,Student_2675,58,72
2676,Student_2676,65,99
2677,Student_2677,91,81
2678,Student_2678,82,84
2679,Student_2679,87,62
2680,Student_2680,59,91
2681,Student_2681,84,65
2682,Student_2682,87,83
2683,Student_2683,50,89
2684,Student_2684,98,75
2685,Student_2685,100,50
2686,Student_2686,97,57
2687,Student_2687,72,73
2688,Student_2688,94,73
2689,Student_2689,92,80
2690,Student_2690,66,84
2691,Student_2691,99,67
2692,Student_2692,99,93
2693,Student_2693,72,84
2694,Student_2694,52,78
2695,Student_2695,91,68
2696,Student_2696,66,60
2697,Student_2697,64,74
2698,Student_2698,51,76
2699,Student_2699,92,95
2700,Student_2700,84,57
2701,Student_2701,65,76
2702,Student_2702,54,59
2703,Student_2703,62,57
2704,Student_2704,66,99
2705,Student_2705,93,52
2706,Student_2706,76,70
2707,Student_2707,96,92
2708,Student_2708,55,64
2709,Student_2709,67,83
2710,Student_2710,73,56
2711,Student_2711,89,61
2712,Student_2712,89,98
2713,Student_2713,93,72
2714,Student_2714,72,95
2715,Student_2715,83,98
2716,Student_2716,73,87
2717,Student_2717,82,96
2718,Student_2718,59,53
2719,Student_2719,62,84
2720,Student_2720,71,60
2721,Student_2721,83,57
2722,Student_2722,99,69
2723,Student_2723,70,73
2724,Student_2724,98,86
2725,Student_2725,74,94
2726,Student_2726,80,98
2727,Student_2727,75,97
2728,Student_2728,99,56
2729,Student_2729,88,80
2730,Student_2730,55,91
2731,Student_2731,52,84
2732,Student_2732,90,68
2733,Student_2733,52,78
2734,Student_2734,73,79
2735,Student_2735,57,69
2736,Student_2736,63,78
2737,Student_2737,93,55
2738,Student_2738,73,75
2739,Student_2739,52,85
2740,Student_2740,69,89
2741,Student_2741,84,81
2742,Student_2742,64,93
2743,Student_2743,74,84
2744,Student_2744,70,51
2745,Student_2745,59,95
2746,Student_2746,50,90
2747,Student_2747,51,61
2748,Student_2748,63,84
2749,Student_2749,95,97
2750,Student_2750,68,99
2751,Student_2751,52,52
2752,Student_2752,84,57
2753,Student_2753,73,79
2754,Student_2754,66,100
2755,Student_2755,89,72
2756,Student_2756,84,90
2757,Student_2757,89,52
2758,Student_2758,70,51
2759,Student_2759,92,67
2760,Student_2760,95,88
2761,Student_2761,76,93
2762,Student_2762,92,50
2763,Student_2763,85,82
2764,Student_2764,84,58
2765,Student_2765,58,58
2766,Student_2766,90,55
2767,Student_2767,100,52
2768,Student_2768,85,66
2769,Student_2769,50,99
2770,Student_2770,78,56
2771,Student_2771,77,67
2772,Student_2772,69,88
2773,Student_2773,98,52
2774,Student_2774,76,98
2775,Student_2775,57,74
2776,Student_2776,71,92
2777,Student_2777,57,71
2778,Student_2778,53,89
2779,Student_2779,88,57
2780,Student_2780,64,57
2781,Student_2781,56,93
2782,Student_2782,53,82
2783,Student_2783,55,63
2784,Student_2784,56,61
2785,Student_2785,90,77
2786,Student_2786,95,93
2787,Student_2787,65,76
2788,Student_2788,69,92
2789,Student_2789,73,83
2790,Student_2790,94,81
2791,Student_2791,60,98
2792,Student_2792,62,87
2793,Student_2793,57,88
2794,Student_2794,92,87
2795,Student_2795,82,99
2796,Student_2796,73,80
2797,Student_2797,63,67
2798,Student_2798,65,82
2799,Student_2799,53,52
2800,Student_2800,64,76
2801,Student_2801,78,84
2802,Student_2802,90,97
2803,Student_2803,58,72
2804,Student_2804,58,98
2805,Student_2805,54,67
2806,Student_2806,86,81
2807,Student_2807,50,57
2808,Student_2808,56,79
2809,Student_2809,77,68
2810,Student_2810,76,87
2811,Student_2811,90,86
2812,Student_2812,68,75
2813,Student_2813,71,50
2814,Student_2814,67,77
2815,Student_2815,53,95
2816,Student_2816,61,100
2817,Student_2817,73,98
2818,Student_2818,76,51
2819,Student_2819,70,65
2820,Student_2820,81,87
2821,Student_2821,72,60
2822,Student_2822,92,80
2823,Student_2823,91,67
2824,Student_2824,82,68
2825,Student_2825,92,60
2826,Student_2826,94,60
2827,Student_2827,68,57
2828,Student_2828,88,64
2829,Student_2829,63,91
2830,Student_2830,93,50
2831,Student_2831,89,74
2832,Student_2832,100,98
2833,Student_2833,61,51
2834,Student_2834,98,80
2835,Student_2835,91,90
2836,Student_2836,91,61
2837,Student_2837,53,53
2838,Student_2838,89,73
2839,Student_2839,84,52
2840,Student_2840,73,50
2841,Student_2841,71,87
2842,Student_2842,84,89
2843,Student_2843,58,69
2844,Student_2844,86,58
2845,Student_2845,68,89
2846,Student_2846,51,58
2847,Student_2847,91,85
2848,Student_2848,84,85
2849,Student_2849,80,88
2850,Student_2850,60,98
2851,Student_2851,55,62
2852,Student_2852,53,66
2853,Student_2853,87,74
2854,Student_2854,89,66
2855,Student_2855,81,55
2856,Student_2856,97,66
2857,Student_2857,58,71
2858,Student_2858,83,65
2859,Student_2859,60,87
2860,Student_2860,91,78
2861,Student_2861,71,57
2862,Student_2862,53,69
2863,Student_2863,100,88
2864,Student_2864,66,97
2865,Student_2865,57,93
2866,Student_2866,72,74
2867,Student_2867,86,91
2868,Student_2868,79,60
2869,Student_2869,58,83
2870,Student_2870,57,91
2871,Student_2871,54,54
2872,Student_2872,68,63
2873,Student_2873,72,89
2874,Student_2874,81,61
2875,Student_2875,63,54
2876,Student_2876,80,72
2877,Student_2877,51,58
2878,Student_2878,51,56
2879,Student_2879,70,55
2880,Student_2880,54,68
2881,Student_2881,50,64
2882,Student_2882,83,99
2883,Student_2883,63,76
2884,Student_2884,58,66
2885,Student_2885,94,53
2886,Student_2886,89,58
2887,Student_2887,55,73
2888,Student_2888,92,66
2889,Student_2889,70,69
2890,Student_2890,79,71
2891,Student_2891,56,69
2892,Student_2892,75,50
2893,Student_2893,81,95
2894,Student_2894,59,86
2895,Student_2895,56,61
2896,Student_2896,91,95
2897,Student_2897,59,75
2898,Student_2898,57,76
2899,Student_2899,75,53
2900,Student_2900,68,82
2901,Student_2901,84,68
2902,Student_2902,83,90
2903,Student_2903,96,73
2904,Student_2904,96,56
2905,Student_2905,83,100
2906,Student_2906,93,86
2907,Student_2907,88,88
2908,Student_2908,82,85
2909,Student_2909,95,100
2910,Student_2910,89,86
2911,Student_2911,53,59
2912,Student_2912,72,92
2913,Student_2913,79,87
2914,Student_2914,75,100
2915,Student_2915,50,63
2916,Student_2916,88,51
2917,Student_2917,96,83
2918,Student_2918,63,100
2919,Student_2919,70,51
2920,Student_2920,76,68
2921,Student_2921,57,52
2922,Student_2922,60,65
2923,Student_2923,74,84
2924,Student_2924,68,70
2925,Student_2925,62,71
2926,Student_2926,99,100
2927,Student_2927,81,87
2928,Student_2928,63,95
2929,Student_2929,85,75
2930,Student_2930,89,85
2931,Student_2931,95,58
2932,Student_2932,95,93
2933,Student_2933,80,65
2934,Student_2934,84,76
2935,Student_2935,88,53
2936,Student_2936,84,50
2937,Student_2937,93,68
2938,Student_2938,64,80
2939,Student_2939,75,71
2940,Student_2940,93,97
2941,Student_2941,94,91
2942,Student_2942,97,94
2943,Student_2943,67,97
2944,Student_2944,55,62
2945,Student_2945,85,62
2946,Student_2946,79,76
2947,Student_2947,58,75
2948,Student_2948,62,93
2949,Student_2949,75,52
2950,Student_2950,68,91
2951,Student_2951,64,69
2952,Student_2952,52,82
2953,Student_2953,76,54
2954,Student_2954,73,93
2955,Student_2955,70,67
2956,Student_2956,50,50
2957,Student_2957,100,61
2958,Student_2958,99,52
2959,Student_2959,54,65
2960,Student_2960,56,52
2961,Student_2961,68,58
2962,Student_2962,96,94
2963,Student_2963,95,82
2964,Student_2964,55,87
2965,Student_2965,62,61
2966,Student_2966,98,59
2967,Student_2967,89,84
2968,Student_2968,75,50
2969,Student_2969,82,97
2970,Student_2970,74,83
2971,Student_2971,78,96
2972,Student_2972,84,66
2973,Student_2973,72,88
2974,Student_2974,88,83
2975,Student_2975,96,99
2976,Student_2976,76,64
2977,Student_2977,63,78
2978,Student_2978,94,87
2979,Student_2979,94,68
2980,Student_2980,76,90
2981,Student_2981,79,74
2982,Student_2982,84,70
2983,Student_2983,64,57
2984,Student_2984,65,80
2985,Student_2985,99,50
2986,Student_2986,87,58
2987,Student_2987,90,71
2988,Student_2988,74,61
2989,Student_2989,79,99
2990,Student_2990,68,88
2991,Student_2991,52,53
2992,Student_2992,70,66
2993,Student_2993,90,60
2994,Student_2994,62,96
2995,Student_2995,78,54
2996,Student_2996,87,93
2997,Student_2997,60,64
2998,Student_2998,77,88
2999,Student_2999,63,56
3000,Student_3000,63,72
3001,Student_3001,71,80
3002,Student_3002,91,72
3003,Student_3003,73,80
3004,Student_3004,65,100
3005,Student_3005,94,93
3006,Student_3006,77,70
3007,Student_3007,55,53
3008,Student_3008,91,94
3009,Student_3009,79,79
3010,Student_3010,70,54
3011,Student_3011,64,73
3012,Student_3012,89,97
3013,Student_3013,90,82
3014,Student_3014,90,80
3015,Student_3015,60,97
3016,Student_3016,51,89
3017,Student_3017,96,89
3018,Student_3018,67,54
3019,Student_3019,59,84
3020,Student_3020,57,95
3021,Student_3021,81,62
3022,Student_3022,55,66
3023,Student_3023,83,79
3024,Student_3024,82,100
3025,Student_3025,94,67
3026,Student_3026,51,79
3027,Student_3027,94,90
3028,Student_3028,87,87
3029,Student_3029,50,69
3030,Student_3030,95,99
3031,Student_3031,60,94
3032,Student_3032,72,60
3033,Student_3033,78,52
3034,Student_3034,72,75
3035,Student_3035,81,86
3036,Student_3036,81,94
3037,Student_3037,81,85
3038,Student_3038,60,97
3039,Student_3039,55,60
3040,Student_3040,70,59
3041,Student_3041,99,64
3042,Student_3042,50,67
3043,Student_3043,87,76
3044,Student_3044,60,82
3045,Student_3045,76,51
3046,Student_3046,53,93
3047,Student_3047,68,87
3048,Student_3048,81,76
3049,Student_3049,59,75
3050,Student_3050,75,52
3051,Student_3051,55,95
3052,Student_3052,75,85
3053,Student_3053,88,55
3054,Student_3054,100,51
3055,Student_3055,82,98
3056,Student_3056,85,70
3057,Student_3057,63,69
3058,Student_3058,51,83
3059,Student_3059,81,97
3060,Student_3060,92,84
3061,Student_3061,95,95
3062,Student_3062,52,90
3063,Student_3063,69,95
3064,Student_3064,57,71
3065,Student_3065,59,83
3066,Student_3066,56,84
3067,Student_3067,83,52
3068,Student_3068,58,52
3069,Student_3069,89,96
3070,Student_3070,74,55
3071,Student_3071,52,95
3072,Student_3072,62,75
3073,Student_3073,69,54
3074,Student_3074,99,86
3075,Student_3075,91,53
3076,Student_3076,61,69
3077,Student_3077,59,56
3078,Student_3078,74,56
3079,Student_3079,89,84
3080,Student_3080,94,89
3081,Student_3081,86,72
3082,Student_3082,95,82
3083,Student_3083,67,81
3084,Student_3084,58,96
3085,Student_3085,84,72
3086,Student_3086,66,70
3087,Student_3087,77,91
3088,Student_3088,60,85
3089,Student_3089,89,75
3090,Student_3090,50,65
3091,Student_3091,80,73
3092,Student_3092,68,85
3093,Student_3093,71,93
3094,Student_3094,56,82
3095,Student_3095,68,66
3096,Student_3096,52,100
3097,Student_3097,64,51
3098,Student_3098,56,54
3099,Student_3099,83,55
3100,Student_3100,71,91
3101,Student_3101,80,97
3102,Student_3102,91,59
3103,Student_3103,94,75
3104,Student_3104,97,54
3105,Student_3105,62,62
3106,Student_3106,84,67
3107,Student_3107,88,89
3108,Student_3108,89,76
3109,Student_3109,82,78
3110,Student_3110,55,70
3111,Student_3111,94,69
3112,Student_3112,52,50
3113,Student_3113,99,69
3114,Student_3114,96,56
3115,Student_3115,78,100
3116,Student_3116,50,65
3117,Student_3117,62,75
3118,Student_3118,58,63
3119,Student_3119,69,97
3120,Student_3120,84,87
3121,Student_3121,74,81
3122,Student_3122,52,76
3123,Student_3123,56,61
3124,Student_3124,64,88
3125,Student_3125,88,93
3126,Student_3126,51,63
3127,Student_3127,62,71
3128,Student_3128,55,66
3129,Student_3129,70,90
3130,Student_3130,57,81
3131,Student_3131,78,58
3132,Student_3132,64,59
3133,Student_3133,71,89
3134,Student_3134,97,53
3135,Student_3135,53,84
3136,Student_3136,88,90
3137,Student_3137,100,55
3138,Student_3138,54,66
3139,Student_3139,97,76
3140,Student_3140,51,100
3141,Student_3141,76,50
3142,Student_3142,51,78
3143,Student_3143,64,78
3144,Student_3144,60,55
3145,Student_3145,76,51
3146,Student_3146,65,71
3147,Student_3147,70,62
3148,Student_3148,92,54
3149,Student_3149,57,54
3150,Student_3150,57,94
3151,Student_3151,63,77
3152,Student_3152,74,91
3153,Student_3153,56,100
3154,Student_3154,51,100
3155,Student_3155,62,95
3156,Student_3156,93,78
3157,Student_3157,98,74
3158,Student_3158,99,61
3159,Student_3159,80,71
3160,Student_3160,80,55
3161,Student_3161,64,85
3162,Student_3162,63,61
3163,Student_3163,62,97
3164,Student_3164,89,64
3165,Student_3165,65,88
3166,Student_3166,54,84
3167,Student_3167,75,53
3168,Student_3168,74,96
3169,Student_3169,100,96
3170,Student_3170,56,77
3171,Student_3171,69,64
3172,Student_3172,64,73
3173,Student_3173,100,95
3174,Student_3174,60,78
3175,Student_3175,79,89
3176,Student_3176,85,72
3177,Student_3177,58,70
3178,Student_3178,67,70
3179,Student_3179,62,63
3180,Student_3180,78,68
3181,Student_3181,54,50
3182,Student_3182,83,62
3183,Student_3183,86,58
3184,Student_3184,94,71
3185,Student_3185,69,98
3186,Student_3186,85,78
3187,Student_3187,53,99
3188,Student_3188,96,76
3189,Student_3189,59,93
3190,Student_3190,57,65
3191,Student_3191,91,59
3192,Student_3192,91,61
3193,Student_3193,71,81
3194,Student_3194,64,60
3195,Student_3195,67,68
3196,Student_3196,67,65
3197,Student_3197,79,58
3198,Student_3198,86,97
3199,Student_3199,57,71
3200,Student_3200,76,95
3201,Student_3201,92,71
3202,Student_3202,61,85
3203,Student_3203,64,89
3204,Student_3204,68,96
3205,Student_3205,97,85
3206,Student_3206,58,73
3207,Student_3207,90,94
3208,Student_3208,50,86
3209,Student_3209,66,75
3210,Student_3210,91,71
3211,Student_3211,75,51
3212,Student_3212,91,68
3213,Student_3213,94,87
3214,Student_3214,52,98
3215,Student_3215,57,84
3216,Student_3216,65,58
3217,Student_3217,94,54
3218,Student_3218,55,78
3219,Student_3219,56,73
3220,Student_3220,50,50
3221,Student_3221,59,82
3222,Student_3222,71,51
3223,Student_3223,94,67
3224,Student_3224,73,95
3225,Student_3225,98,90
3226,Student_3226,71,50
3227,Student_3227,86,100
3228,Student_3228,94,60
3229,Student_3229,87,56
3230,Student_3230,95,90
3231,Student_3231,59,70
3232,Student_3232,92,52
3233,Student_3233,100,79
3234,Student_3234,68,63
3235,Student_3235,99,73
3236,Student_3236,62,79
3237,Student_3237,76,94
3238,Student_3238,85,79
3239,Student_3239,83,77
3240,Student_3240,72,91
3241,Student_3241,65,64
3242,Student_3242,67,76
3243,Student_3243,71,74
3244,Student_3244,55,74
3245,Student_3245,78,87
3246,Student_3246,91,50
3247,Student_3247,94,63
3248,Student_3248,95,87
3249,Student_3249,85,96
3250,Student_3250,82,89
3251,Student_3251,64,86
3252,Student_3252,67,52
3253,Student_3253,75,62
3254,Student_3254,94,70
3255,Student_3255,83,77
3256,Student_3256,56,59
3257,Student_3257,87,67
3258,Student_3258,68,93
3259,Student_3259,78,78
3260,Student_3260,98,53
3261,Student_3261,79,82
3262,Student_3262,81,53
3263,Student_3263,87,58
3264,Student_3264,63,86
3265,Student_3265,53,77
3266,Student_3266,64,70
3267,Student_3267,62,99
3268,Student_3268,86,100
3269,Student_3269,72,84
3270,Student_3270,89,81
3271,Student_3271,66,97
3272,Student_3272,52,92
3273,Student_3273,95,78
3274,Student_3274,71,98
3275,Student_3275,61,58
3276,Student_3276,100,92
3277,Student_3277,83,51
3278,Student_3278,61,91
3279,Student_3279,84,95
3280,Student_3280,87,60
3281,Student_3281,56,72
3282,Student_3282,71,66
3283,Student_3283,73,56
3284,Student_3284,58,94
3285,Student_3285,64,86
3286,Student_3286,97,51
3287,Student_3287,70,69
3288,Student_3288,86,81
3289,Student_3289,79,81
3290,Student_3290,67,97
3291,Student_3291,83,68
3292,Student_3292,56,57
3293,Student_3293,53,90
3294,Student_3294,63,79
3295,Student_3295,84,70
3296,Student_3296,89,98
3297,Student_3297,54,74
3298,Student_3298,83,96
3299,Student_3299,99,93
3300,Student_3300,65,100
3301,Student_3301,61,82
3302,Student_3302,56,63
3303,Student_3303,90,61
3304,Student_3304,98,76
3305,Student_3305,50,97
3306,Student_3306,68,91
3307,Student_3307,73,55
3308,Student_3308,93,99
3309,Student_3309,78,82
3310,Student_3310,60,62
3311,Student_3311,78,51
3312,Student_3312,53,56
3313,Student_3313,79,73
3314,Student_3314,71,57
3315,Student_3315,64,99
3316,Student_3316,55,93
3317,Student_3317,95,90
3318,Student_3318,86,78
3319,Student_3319,94,72
3320,Student_3320,99,69
3321,Student_3321,63,97
3322,Student_3322,70,78
3323,Student_3323,54,87
3324,Student_3324,59,81
3325,Student_3325,93,66
3326,Student_3326,81,99
3327,Student_3327,72,56
3328,Student_3328,58,96
3329,Student_3329,79,50
3330,Student_3330,84,82
3331,Student_3331,71,59
3332,Student_3332,100,67
3333,Student_3333,71,81
3334,Student_3334,58,97
3335,Student_3335,84,69
3336,Student_3336,90,62
3337,Student_3337,61,94
3338,Student_3338,65,91
3339,Student_3339,70,98
3340,Student_3340,83,50
3341,Student_3341,69,58
3342,Student_3342,87,74
3343,Student_3343,88,76
3344,Student_3344,97,60
3345,Student_3345,70,93
3346,Student_3346,81,97
3347,Student_3347,59,55
3348,Student_3348,76,64
3349,Student_3349,78,63
3350,Student_3350,71,52
3351,Student_3351,56,51
3352,Student_3352,80,74
3353,Student_3353,100,61
3354,Student_3354,78,73
3355,Student_3355,93,97
3356,Student_3356,53,52
3357,Student_3357,86,73
3358,Student_3358,93,78
3359,Student_3359,70,74
3360,Student_3360,69,84
3361,Student_3361,66,91
3362,Student_3362,99,82
3363,Student_3363,88,78
3364,Student_3364,50,91
3365,Student_3365,92,75
3366,Student_3366,84,96
3367,Student_3367,66,67
3368,Student_3368,67,88
3369,Student_3369,57,98
3370,Student_3370,90,93
3371,Student_3371,99,83
3372,Student_3372,84,56
3373,Student_3373,81,74
3374,Student_3374,67,92
3375,Student_3375,54,83
3376,Student_3376,79,88
3377,Student_3377,59,71
3378,Student_3378,68,63
3379,Student_3379,88,64
3380,Student_3380,62,66
3381,Student_3381,77,52
3382,Student_3382,53,71
3383,Student_3383,97,67
3384,Student_3384,79,83
3385,Student_3385,66,70
3386,Student_3386,62,56
3387,Student_3387,89,72
3388,Student_3388,57,82
3389,Student_3389,51,63
3390,Student_3390,72,73
3391,Student_3391,63,67
3392,Student_3392,94,95
3393,Student_3393,82,66
3394,Student_3394,61,79
3395,Student_3395,76,53
3396,Student_3396,65,79
3397,Student_3397,72,69
3398,Student_3398,98,55
3399,Student_3399,78,74
3400,Student_3400,90,58
3401,Student_3401,87,63
3402,Student_3402,74,80
3403,Student_3403,91,98
3404,Student_3404,87,83
3405,Student_3405,68,59
3406,Student_3406,77,86
3407,Student_3407,74,99
3408,Student_3408,63,91
3409,Student_3409,77,65
3410,Student_3410,83,93
3411,Student_3411,94,87
3412,Student_3412,69,95
3413,Student_3413,65,77
3414,Student_3414,98,81
3415,Student_3415,56,58
3416,Student_3416,73,73
3417,Student_3417,83,74
3418,Student_3418,81,86
3419,Student_3419,86,52
3420,Student_3420,100,58
3421,Student_3421,81,51
3422,Student_3422,76,97
3423,Student_3423,80,81
3424,Student_3424,58,52
3425,Student_3425,78,53
3426,Student_3426,57,56
3427,Student_3427,99,51
3428,Student_3428,96,91
3429,Student_3429,56,96
3430,Student_3430,89,54
3431,Student_3431,56,62
3432,Student_3432,99,96
3433,Student_3433,99,97
3434,Student_3434,61,68
3435,Student_3435,74,54
3436,Student_3436,57,96
3437,Student_3437,57,93
3438,Student_3438,89,87
3439,Student_3439,73,83
3440,Student_3440,67,51
3441,Student_3441,72,52
3442,Student_3442,63,86
3443,Student_3443,83,97
3444,Student_3444,59,52
3445,Student_3445,75,99
3446,Student_3446,63,91
3447,Student_3447,54,89
3448,Student_3448,62,84
3449,Student_3449,84,52
3450,Student_3450,72,65
3451,Student_3451,90,68
3452,Student_3452,89,71
3453,Student_3453,63,50
3454,Student_3454,77,53
3455,Student_3455,67,63
3456,Student_3456,81,90
3457,Student_3457,97,52
3458,Student_3458,92,83
3459,Student_3459,54,72
3460,Student_3460,70,59
3461,Student_3461,81,64
3462,Student_3462,81,60
3463,Student_3463,70,57
3464,Student_3464,77,98
3465,Student_3465,92,54
3466,Student_3466,88,78
3467,Student_3467,55,56
3468,Student_3468,86,88
3469,Student_3469,50,90
3470,Student_3470,76,93
3471,Student_3471,77,77
3472,Student_3472,50,60
3473,Student_3473,65,68
3474,Student_3474,55,81
3475,Student_3475,58,73
3476,Student_3476,74,51
3477,Student_3477,87,75
3478,Student_3478,51,50
3479,Student_3479,91,56
3480,Student_3480,90,92
3481,Student_3481,80,59
3482,Student_3482,76,74
3483,Student_3483,79,90
3484,Student_3484,63,93
3485,Student_3485,98,98
3486,Student_3486,70,81
3487,Student_3487,82,89
3488,Student_3488,84,61
3489,Student_3489,68,89
3490,Student_3490,84,50
3491,Student_3491,79,79
3492,Student_3492,61,77
3493,Student_3493,96,96
3494,Student_3494,58,94
3495,Student_3495,58,82
3496,Student_3496,75,75
3497,Student_3497,74,80
3498,Student_3498,64,54
3499,Student_3499,55,53
3500,Student_3500,62,69
3501,Student_3501,84,79
3502,Student_3502,59,79
3503,Student_3503,63,55
3504,Student_3504,56,58
3505,Student_3505,76,98
3506,Student_3506,74,96
3507,Student_3507,54,87
3508,Student_3508,65,58
3509,Student_3509,65,100
3510,Student_3510,57,57
3511,Student_3511,85,73
3512,Student_3512,60,99
3513,Student_3513,89,88
3514,Student_3514,86,89
3515,Student_3515,86,78
3516,Student_3516,54,66
3517,Student_3517,82,77
3518,Student_3518,70,63
3519,Student_3519,77,61
3520,Student_3520,84,53
3521,Student_3521,65,70
3522,Student_3522,71,81
3523,Student_3523,80,85
3524,Student_3524,50,57
3525,Student_3525,59,86
3526,Student_3526,92,93
3527,Student_3527,72,87
3528,Student_3528,96,73
3529,Student_3529,56,81
3530,Student_3530,69,69
3531,Student_3531,72,87
3532,Student_3532,58,92
3533,Student_3533,79,54
3534,Student_3534,71,79
3535,Student_3535,92,92
3536,Student_3536,78,87
3537,Student_3537,82,75
3538,Student_3538,64,85
3539,Student_3539,94,60
3540,Student_3540,79,55
3541,Student_3541,78,94
3542,Student_3542,50,61
3543,Student_3543,79,98
3544,Student_3544,81,99
3545,Student_3545,89,65
3546,Student_3546,65,53
3547,Student_3547,65,88
3548,Student_3548,64,75
3549,Student_3549,65,82
3550,Student_3550,69,63
3551,Student_3551,76,89
3552,Student_3552,89,79
3553,Student_3553,93,97
3554,Student_3554,96,87
3555,Student_3555,57,75
3556,Student_3556,83,75
3557,Student_3557,83,96
3558,Student_3558,50,94
3559,Student_3559,61,75
3560,Student_3560,71,54
3561,Student_3561,91,88
3562,Student_3562,58,57
3563,Student_3563,86,70
3564,Student_3564,81,98
3565,Student_3565,54,89
3566,Student_3566,69,74
3567,Student_3567,86,64
3568,Student_3568,69,51
3569,Student_3569,62,82
3570,Student_3570,87,57
3571,Student_3571,67,96
3572,Student_3572,58,71
3573,Student_3573,90,95
3574,Student_3574,69,93
3575,Student_3575,92,94
3576,Student_3576,72,77
3577,Student_3577,90,70
3578,Student_3578,81,87
3579,Student_3579,69,99
3580,Student_3580,82,92
3581,Student_3581,95,85
3582,Student_3582,53,53
3583,Student_3583,79,53
3584,Student_3584,94,93
3585,Student_3585,88,89
3586,Student_3586,96,91
3587,Student_3587,73,75
3588,Student_3588,89,85
3589,Student_3589,68,60
3590,Student_3590,82,51
3591,Student_3591,62,58
3592,Student_3592,94,87
3593,Student_3593,86,50
3594,Student_3594,53,73
3595,Student_3595,75,99
3596,Student_3596,69,83
3597,Student_3597,64,89
3598,Student_3598,83,62
3599,Student_3599,51,90
3600,Student_3600,80,96
3601,Student_3601,93,86
3602,Student_3602,100,77
3603,Student_3603,78,92
3604,Student_3604,68,71
3605,Student_3605,97,80
3606,Student_3606,71,88
3607,Student_3607,77,59
3608,Student_3608,51,96
3609,Student_3609,57,98
3610,Student_3610,95,60
3611,Student_3611,97,76
3612,Student_3612,92,53
3613,Student_3613,98,53
3614,Student_3614,88,54
3615,Student_3615,83,77
3616,Student_3616,97,91
3617,Student_3617,81,91
3618,Student_3618,63,97
3619,Student_3619,62,92
3620,Student_3620,71,77
3621,Student_3621,69,88
3622,Student_3622,63,92
3623,Student_3623,72,58
3624,Student_3624,98,85
3625,Student_3625,76,54
3626,Student_3626,77,66
3627,Student_3627,64,50
3628,Student_3628,84,51
3629,Student_3629,61,96
3630,Student_3630,63,56
3631,Student_3631,91,94
3632,Student_3632,99,96
3633,Student_3633,89,60
3634,Student_3634,61,95
3635,Student_3635,53,72
3636,Student_3636,77,97
3637,Student_3637,91,88
3638,Student_3638,83,59
3639,Student_3639,70,93
3640,Student_3640,62,96
3641,Student_3641,59,91
3642,Student_3642,54,70
3643,Student_3643,74,70
3644,Student_3644,77,100
3645,Student_3645,76,91
3646,Student_3646,86,83
3647,Student_3647,95,68
3648,Student_3648,95,83
3649,Student_3649,55,61
3650,Student_3650,74,75
3651,Student_3651,65,72
3652,Student_3652,59,73
3653,Student_3653,87,60
3654,Student_3654,97,76
3655,Student_3655,69,87
3656,Student_3656,99,94
3657,Student_3657,100,69
3658,Student_3658,83,60
3659,Student_3659,65,74
3660,Student_3660,79,75
3661,Student_3661,51,95
3662,Student_3662,89,82
3663,Student_3663,57,52
3664,Student_3664,68,53
3665,Student_3665,84,55
3666,Student_3666,54,80
3667,Student_3667,70,69
3668,Student_3668,63,82
3669,Student_3669,65,87
3670,Student_3670,98,74
3671,Student_3671,82,57
3672,Student_3672,58,52
3673,Student_3673,92,55
3674,Student_3674,89,77
3675,Student_3675,61,96
3676,Student_3676,87,94
3677,Student_3677,98,79
3678,Student_3678,79,97
3679,Student_3679,97,73
3680,Student_3680,59,50
3681,Student_3681,52,71
3682,Student_3682,95,89
3683,Student_3683,94,55
3684,Student_3684,59,61
3685,Student_3685,78,86
3686,Student_3686,82,97
3687,Student_3687,64,97
3688,Student_3688,55,75
3689,Student_3689,88,71
3690,Student_3690,78,100
3691,Student_3691,52,86
3692,Student_3692,57,55
3693,Student_3693,58,65
3694,Student_3694,96,78
3695,Student_3695,94,68
3696,Student_3696,96,79
3697,Student_3697,78,52
3698,Student_3698,99,99
3699,Student_3699,82,96
3700,Student_3700,61,50
3701,Student_3701,58,51
3702,Student_3702,71,74
3703,Student_3703,77,95
3704,Student_3704,52,71
3705,Student_3705,60,86
3706,Student_3706,75,54
3707,Student_3707,77,82
3708,Student_3708,99,96
3709,Student_3709,77,70
3710,Student_3710,72,66
3711,Student_3711,77,82
3712,Student_3712,99,57
3713,Student_3713,51,63
3714,Student_3714,51,73
3715,Student_3715,58,64
3716,Student_3716,93,70
3717,Student_3717,52,57
3718,Student_3718,77,90
3719,Student_3719,77,88
3720,Student_3720,83,100
3721,Student_3721,71,62
3722,Student_3722,65,82
3723,Student_3723,50,87
3724,Student_3724,59,50
3725,Student_3725,79,98
3726,Student_3726,83,72
3727,Student_3727,79,95
3728,Student_3728,76,55
3729,Student_3729,84,85
3730,Student_3730,56,57
3731,Student_3731,94,86
3732,Student_3732,70,50
3733,Student_3733,65,88
3734,Student_3734,62,62
